UNIT NAME,"INTERCONNECTION REQUEST
 NUMBER (INR)",UNIT CODE,TECHNOLOGY,FUEL,CDR STATUS,CDR RESOURCE ATTRIBUTE ,COUNTY,ZONE,"IN-SERVICE
DATE","INSTALLED CAPACITY
(MW)"
WILLOW SPRINGS WIND A,,SALVTION_UNIT1,WT,WIND-O,OPER,CONV,HASKELL,WEST,12/29/2017, 125.0 
WILLOW SPRINGS WIND B,,SALVTION_UNIT2,WT,WIND-O,OPER,CONV,HASKELL,WEST,12/29/2017, 125.0 
WILSON RANCH (INFINITY LIVE OAK WIND),,WL_RANCH_UNIT1,WT,WIND-O,OPER,CONV,SCHLEICHER,WEST,4/17/2020, 199.5 
WINDTHORST 2 WIND,,WNDTHST2_UNIT1,WT,WIND-O,OPER,CONV,ARCHER,WEST,12/11/2014, 67.6 
WKN MOZART WIND,,MOZART_WIND_1,WT,WIND-O,OPER,CONV,KENT,WEST,12/20/2012, 30.0 
WOLF RIDGE WIND,,WHTTAIL_WR1,WT,WIND-O,OPER,CONV,COOKE,NORTH,10/2/2008, 121.5 
ANCHOR WIND U1,21INR0546,ANCHOR_WIND1,WT,WIND-O,OPER-SYN,CONV,CALLAHAN,WEST,11/15/2024, 16.0 
BAIRD NORTH WIND U1,20INR0083,BAIRDWND_UNIT1,WT,WIND-O,OPER-SYN,CONV,CALLAHAN,WEST,12/31/2025, 195.0 
BAIRD NORTH WIND U2,20INR0083,BAIRDWND_UNIT2,WT,WIND-O,OPER-SYN,CONV,CALLAHAN,WEST,12/31/2025, 145.0 
BOARD CREEK WP U1,21INR0324,BOARDCRK_UNIT1,WT,WIND-O,OPER-SYN,CONV,NAVARRO,NORTH,12/30/2024, 108.8 
BOARD CREEK WP U2,21INR0324,BOARDCRK_UNIT2,WT,WIND-O,OPER-SYN,CONV,NAVARRO,NORTH,12/30/2024, 190.4 
CANYON WIND U1,18INR0030,CANYONWD_UNIT1,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,12/15/2024, 146.6 
CANYON WIND U2,18INR0030,CANYONWD_UNIT2,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,12/15/2024, 2.5 
CANYON WIND U3,18INR0030,CANYONWD_UNIT3,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,12/15/2024, 59.2 
CANYON WIND U4,18INR0030,CANYONWD_UNIT4,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,12/15/2024, 20.2 
CANYON WIND U5,18INR0030,CANYONWD_UNIT5,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,12/15/2024, 67.7 
CANYON WIND U6,18INR0030,CANYONWD_UNIT6,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,12/15/2024, 12.6 
COYOTE WIND U1,17INR0027b,COYOTE_W_UNIT1,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,7/1/2024, 90.0 
COYOTE WIND U2,17INR0027b,COYOTE_W_UNIT2,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,7/1/2024, 26.6 
COYOTE WIND U3,17INR0027b,COYOTE_W_UNIT3,WT,WIND-O,OPER-SYN,CONV,SCURRY,WEST,7/1/2024, 126.0 
CRAWFISH U1,19INR0177,CRAWFISH_UNIT1,WT,WIND-O,OPER-SYN,CONV,WHARTON,SOUTH,12/3/2024, 163.2 
EL SUAZ RANCH U1,20INR0097,ELSAUZ_UNIT1,WT,WIND-C,OPER-SYN,CONV,WILLACY,COASTAL,1/14/2025, 153.0 
EL SUAZ RANCH U2,20INR0097,ELSAUZ_UNIT2,WT,WIND-C,OPER-SYN,CONV,WILLACY,COASTAL,1/14/2025, 148.5 
FOXTROT WIND U1,20INR0129,FOXTROT_UNIT1,WT,WIND-O,OPER-SYN,CONV,BEE,SOUTH,11/4/2024, 130.2 
FOXTROT WIND U2,20INR0129,FOXTROT_UNIT2,WT,WIND-O,OPER-SYN,CONV,BEE,SOUTH,11/4/2024, 84.0 
FOXTROT WIND U3,20INR0129,FOXTROT_UNIT3,WT,WIND-O,OPER-SYN,CONV,BEE,SOUTH,11/4/2024, 54.0 
HARALD (BEARKAT WIND B),15INR0064b,HARALD_UNIT1,WT,WIND-O,OPER-SYN,CONV,GLASSCOCK,WEST,11/30/2024, 162.1 
MARYNEAL WINDPOWER,18INR0031,MARYNEAL_UNIT1,WT,WIND-O,OPER-SYN,CONV,NOLAN,WEST,12/31/2024, 182.4 
MESTENO WIND,16INR0081,MESTENO_UNIT_1,WT,WIND-O,OPER-SYN,CONV,STARR,SOUTH,12/31/2024, 201.6 
MONTGOMERY RANCH WIND U1,20INR0040,MONT_WND_UNIT1,WT,WIND-O,OPER-SYN,CONV,FOARD,WEST,12/31/2024, 106.1 
MONTGOMERY RANCH WIND U2,20INR0040,MONT_WND_UNIT2,WT,WIND-O,OPER-SYN,CONV,FOARD,WEST,12/31/2024, 92.9 
PIONEER DJ WIND U1,23INR0387,PIONR_DJ_UNIT1,WT,WIND-O,OPER-SYN,CONV,MIDLAND,WEST,9/15/2024, 124.1 
PIONEER DJ WIND U2,23INR0387,PIONR_DJ_UNIT2,WT,WIND-O,OPER-SYN,CONV,MIDLAND,WEST,9/15/2024, 16.2 
PRAIRIE HILL WIND U1,19INR0100,PHILLWND_UNIT1,WT,WIND-O,OPER-SYN,CONV,LIMESTONE,NORTH,12/31/2024, 153.0 
PRAIRIE HILL WIND U2,19INR0100,PHILLWND_UNIT2,WT,WIND-O,OPER-SYN,CONV,LIMESTONE,NORTH,12/31/2024, 147.0 
PRIDDY WIND U1,16INR0085,PRIDDY_UNIT1,WT,WIND-O,OPER-SYN,CONV,MILLS,NORTH,6/28/2024, 187.2 
PRIDDY WIND U2,16INR0085,PRIDDY_UNIT2,WT,WIND-O,OPER-SYN,CONV,MILLS,NORTH,6/28/2024, 115.2 
ROADRUNNER CROSSING WIND II,21INR0515,RRC_WIND_UNIT1,WT,WIND-O,OPER-SYN,CONV,EASTLAND,NORTH,11/21/2024, 98.7 
ROADRUNNER CROSSING WIND U2,21INR0515,RRC_WIND_UNIT2,WT,WIND-O,OPER-SYN,CONV,EASTLAND,NORTH,11/21/2024, 27.7 
ROADRUNNER CROSSING WIND 1,19INR0117,RRC_WIND_UNIT3,WT,WIND-O,OPER-SYN,CONV,EASTLAND,NORTH,11/21/2024, 126.9 
SHAMROCK WIND U1,22INR0502,SHAMROCK_UNIT1,WT,WIND-O,OPER-SYN,CONV,CROCKETT,WEST,12/20/2024, 203.1 
SHAMROCK WIND U2,22INR0502,SHAMROCK_UNIT2,WT,WIND-O,OPER-SYN,CONV,CROCKETT,WEST,12/20/2024, 20.9 
WHITEHORSE WIND U1,19INR0080,WH_WIND_UNIT1,WT,WIND-O,OPER-SYN,CONV,FISHER,WEST,10/31/2024, 209.4 
WHITEHORSE WIND U2,19INR0080,WH_WIND_UNIT2,WT,WIND-O,OPER-SYN,CONV,FISHER,WEST,10/31/2024, 209.5 
WILDWIND U1,20INR0033,WILDWIND_UNIT1,WT,WIND-O,OPER-SYN,CONV,COOKE,NORTH,11/30/2024, 18.4 
WILDWIND U2,20INR0033,WILDWIND_UNIT2,WT,WIND-O,OPER-SYN,CONV,COOKE,NORTH,11/30/2024, 48.0 
WILDWIND U3,20INR0033,WILDWIND_UNIT3,WT,WIND-O,OPER-SYN,CONV,COOKE,NORTH,11/30/2024, 6.3 
WILDWIND U4,20INR0033,WILDWIND_UNIT4,WT,WIND-O,OPER-SYN,CONV,COOKE,NORTH,11/30/2024, 54.6 
WILDWIND U5,20INR0033,WILDWIND_UNIT5,WT,WIND-O,OPER-SYN,CONV,COOKE,NORTH,11/30/2024, 52.8 
YOUNG WIND U1,21INR0401,YNG_WND_UNIT1,WT,WIND-O,OPER-SYN,CONV,YOUNG,WEST,11/30/2024, 197.4 
YOUNG WIND U2,21INR0401,YNG_WND_UNIT2,WT,WIND-O,OPER-SYN,CONV,YOUNG,WEST,11/30/2024, 152.3 
YOUNG WIND U3,21INR0401,YNG_WND_UNIT3,WT,WIND-O,OPER-SYN,CONV,YOUNG,WEST,11/30/2024, 149.5 
ACACIA SOLAR,,ACACIA_UNIT_1,PV,SOLAR-FW,OPER,CONV,PRESIDIO,WEST,12/30/2012, 10.0 
AIRPORT ROAD LONEWOLFE PHASE ONE,,AIRPRTRD_LONEWOLFE,PV,SOLAR-W,OPER,CONV,MITCHELL,WEST,6/26/2023, 1.0 
ALEXIS SOLAR,,DG_ALEXIS_ALEXIS,PV,SOLAR-O,OPER,CONV-SODG,BROOKS,SOUTH,11/15/2019, 10.0 
ANDROMEDA SOLAR U1,,ANDMDSLR_UNIT1,PV,SOLAR-W,OPER,CONV,SCURRY,WEST,1/3/2024, 158.8 
ANDROMEDA SOLAR U2,,ANDMDSLR_UNIT2,PV,SOLAR-W,OPER,CONV,SCURRY,WEST,1/3/2024, 162.4 
ANSON SOLAR U1,,ANSON1_UNIT1,PV,SOLAR-W,OPER,CONV,JONES,WEST,1/20/2022, 100.8 
ANSON SOLAR U2,,ANSON1_UNIT2,PV,SOLAR-W,OPER,CONV,JONES,WEST,1/20/2022, 100.8 
ARAGORN SOLAR,,ARAGORN_UNIT1,PV,SOLAR-FW,OPER,CONV,CULBERSON,WEST,12/22/2021, 188.2 
AUREOLA SOLAR U1,,AURO_SLR_UNIT1,PV,SOLAR-O,OPER,CONV,MILAM,SOUTH,8/12/2024, 201.7 
AZURE SKY SOLAR U1,,AZURE_SOLAR1,PV,SOLAR-W,OPER,CONV,HASKELL,WEST,11/15/2021, 74.9 
AZURE SKY SOLAR U2,,AZURE_SOLAR2,PV,SOLAR-W,OPER,CONV,HASKELL,WEST,11/15/2021, 153.5 
BECK 1,,DG_CECSOLAR_DG_BECK1,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,8/9/2016, 1.0 
BHE SOLAR PEARL PROJECT (SIRIUS 2),,SIRIUS_UNIT2,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,9/28/2017, 50.0 
BKVSOLAR_BKVSOLAR1,,BKVSOLAR_BKVSOLAR1,PV,SOLAR-O,OPER,CONV,DENTON,NORTH,10/2/2024, 2.5 
BLUE WING 1 SOLAR,,DG_BROOK_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,8/17/2010, 7.6 
BLUE WING 2 SOLAR,,DG_ELMEN_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,9/15/2010, 7.3 
BLUEBELL SOLAR (CAPRICORN RIDGE SOLAR),,CAPRIDG4_BB_PV,PV,SOLAR-W,OPER,CONV-SODG,STERLING,WEST,11/7/2019, 30.0 
BLUEBELL SOLAR II 1 (CAPRICORN RIDGE 4),,CAPRIDG4_BB2_PV1,PV,SOLAR-W,OPER,CONV-SODG,STERLING,WEST,4/28/2021, 100.0 
BLUEBELL SOLAR II 2 (CAPRICORN RIDGE 4),,CAPRIDG4_BB2_PV2,PV,SOLAR-W,OPER,CONV-SODG,STERLING,WEST,4/28/2021, 15.0 
BNB LAMESA SOLAR (PHASE I),,LMESASLR_UNIT1,PV,SOLAR-W,OPER,CONV,DAWSON,WEST,2/18/2018, 101.6 
BNB LAMESA SOLAR (PHASE II),,LMESASLR_IVORY,PV,SOLAR-W,OPER,CONV,DAWSON,WEST,12/19/2018, 50.0 
BOVINE SOLAR LLC,,DG_BOVINE_BOVINE,PV,SOLAR-O,OPER,CONV-SODG,AUSTIN,SOUTH,12/26/2018, 5.0 
BOVINE SOLAR LLC,,DG_BOVINE2_BOVINE2,PV,SOLAR-O,OPER,CONV-SODG,AUSTIN,SOUTH,12/26/2018, 5.0 
BPL FILES SOLAR,,FILESSLR_PV1,PV,SOLAR-O,OPER,CONV,HILL,NORTH,8/29/2023, 146.1 
BRIGHTSIDE SOLAR,,BRIGHTSD_UNIT1,PV,SOLAR-O,OPER,CONV,BEE,SOUTH,8/19/2023, 53.4 
BRONSON SOLAR I,,DG_BRNSN_BRNSN,PV,SOLAR-O,OPER,CONV-SODG,FORT BEND,HOUSTON,12/27/2018, 5.0 
BRONSON SOLAR II,,DG_BRNSN2_BRNSN2,PV,SOLAR-O,OPER,CONV-SODG,FORT BEND,HOUSTON,12/27/2018, 5.0 
CASCADE SOLAR I,,DG_CASCADE_CASCADE,PV,SOLAR-O,OPER,CONV-SODG,WHARTON,SOUTH,12/14/2018, 5.0 
CASCADE SOLAR II,,DG_CASCADE2_CASCADE2,PV,SOLAR-O,OPER,CONV-SODG,WHARTON,SOUTH,12/14/2018, 5.0 
CASTLE GAP SOLAR,,CASL_GAP_UNIT1,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,5/31/2018, 180.0 
CATAN SOLAR,,DG_CS10_CATAN,PV,SOLAR-O,OPER,CONV-SODG,KARNES,SOUTH,10/31/2020, 10.0 
CHISUM SOLAR,,DG_CHISUM_CHISUM,PV,SOLAR-O,OPER,CONV-SODG,LAMAR,NORTH,11/12/2018, 10.0 
COMMERCE_SOLAR,,DG_ X443PV1_SWRI_PV1,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,5/1/2019, 5.0 
CONIGLIO SOLAR,,CONIGLIO_UNIT1,PV,SOLAR-O,OPER,CONV,FANNIN,NORTH,8/9/2021, 125.7 
CORAL SOLAR U1,,CORALSLR_SOLAR1,PV,SOLAR-O,OPER,CONV,FALLS,NORTH,9/24/2024, 97.7 
CORAL SOLAR U2,,CORALSLR_SOLAR2,PV,SOLAR-O,OPER,CONV,FALLS,NORTH,9/24/2024, 56.3 
CORAZON SOLAR PHASE I,,CORAZON_UNIT1,PV,SOLAR-O,OPER,CONV,WEBB,SOUTH,10/11/2021, 202.6 
CROWN SOLAR,,CRWN_SLR_UNIT1,PV,SOLAR-O,OPER,CONV,FALLS,NORTH,1/5/2024, 101.3 
DANCIGER SOLAR U1,,DAG_UNIT1,PV,SOLAR-O,OPER,CONV,BRAZORIA,COASTAL,1/18/2023, 101.4 
DANCIGER SOLAR U2,,DAG_UNIT2,PV,SOLAR-O,OPER,CONV,BRAZORIA,COASTAL,1/18/2023, 101.4 
DILEO SOLAR,,DILEOSLR_UNIT1,PV,SOLAR-O,OPER,CONV,BOSQUE,NORTH,11/14/2023, 71.4 
EAST BLACKLAND SOLAR (PFLUGERVILLE SOLAR),,E_BLACK_UNIT_1,PV,SOLAR-O,OPER,CONV,TRAVIS,SOUTH,8/12/2021, 144.0 
EDDY SOLAR II,,DG_EDDYII_EDDYII,PV,SOLAR-O,OPER,CONV-SODG,MCLENNAN,NORTH,12/13/2018, 10.0 
EIFFEL SOLAR,,EIFSLR_UNIT1,PV,SOLAR-O,OPER,CONV,LAMAR,NORTH,11/30/2023, 241.0 
ELARA SOLAR,,ELARA_SL_UNIT1,PV,SOLAR-O,OPER,CONV,FRIO,SOUTH,3/17/2022, 132.4 
ELLIS SOLAR,,ELLISSLR_UNIT1,PV,SOLAR-O,OPER,CONV,ELLIS,NORTH,10/24/2023, 81.3 
EMERALD GROVE SOLAR (PECOS SOLAR POWER I),,EGROVESL_UNIT1,PV,SOLAR-FW,OPER,CONV,CRANE,WEST,3/10/2023, 109.5 
EUNICE SOLAR U1,,EUNICE_PV1,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,9/24/2021, 189.6 
EUNICE SOLAR U2,,EUNICE_PV2,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,9/24/2021, 237.1 
FIFTH GENERATION SOLAR 1,,DG_FIFTHGS1_FGSOLAR1,PV,SOLAR-O,OPER,CONV-SODG,TRAVIS,SOUTH,5/31/2016, 6.8 
FOWLER RANCH,,FWLR_SLR_UNIT1,PV,SOLAR-FW,OPER,CONV,CRANE,WEST,8/28/2020, 152.5 
FRFWS_FAIRFIELD,,FRFWS_FAIRFIELD,PV,SOLAR-O,OPER,CONV,FREESTONE,NORTH,10/23/2024, 4.0 
FRYE SOLAR U1,,FRYE_SLR_UNIT1,PV,SOLAR-W,OPER,CONV,SWISHER,PANHANDLE,7/3/2024, 250.9 
FRYE SOLAR U2,,FRYE_SLR_UNIT2,PV,SOLAR-W,OPER,CONV,SWISHER,PANHANDLE,7/3/2024, 251.1 
FS BARILLA SOLAR-PECOS,,HOVEY_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,1/5/2015, 22.0 
FS EAST PECOS SOLAR,,BOOTLEG_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,1/25/2017, 126.0 
GALLOWAY 1 SOLAR,,GALLOWAY_SOLAR1,PV,SOLAR-W,OPER,CONV,CONCHO,WEST,10/27/2021, 250.0 
GALLOWAY 2 SOLAR,,GALLOWAY_SOLAR2,PV,SOLAR-W,OPER,CONV,CONCHO,WEST,1/4/2024, 111.1 
GOLINDA SOLAR,,GOLINDA_UNIT1,PV,SOLAR-O,OPER,CONV,FALLS,NORTH,2/27/2024, 101.1 
GREASEWOOD SOLAR 1,,GREASWOD_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,2/9/2021, 126.3 
GREASEWOOD SOLAR 2,,GREASWOD_UNIT2,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,2/9/2021, 132.2 
GRIFFIN SOLAR,,DG_GRIFFIN_GRIFFIN,PV,SOLAR-O,OPER,CONV-SODG,MCLENNAN,NORTH,7/15/2019, 5.0 
GRIZZLY RIDGE SOLAR,,GRIZZLY_SOLAR1,PV,SOLAR-O,OPER,CONV,HAMILTON,NORTH,10/20/2023, 101.7 
HALO SOLAR,,HALO_SLR_UNIT1,PV,SOLAR-O,OPER,CONV,BELL,NORTH,8/12/2024, 251.2 
HIGHWAY 56,,DG_HWY56_HWY56,PV,SOLAR-O,OPER,CONV-SODG,GRAYSON,NORTH,11/20/2017, 5.3 
HM SEALY SOLAR 1,,DG_SEALY_1UNIT,PV,SOLAR-O,OPER,CONV-SODG,AUSTIN,SOUTH,12/31/2015, 1.6 
HOLLYWOOD SOLAR U1,,HOL_UNIT1,PV,SOLAR-O,OPER,CONV,WHARTON,SOUTH,9/6/2024, 176.1 
HOLLYWOOD SOLAR U2,,HOL_UNIT2,PV,SOLAR-O,OPER,CONV,WHARTON,SOUTH,9/6/2024, 179.0 
HOLSTEIN SOLAR 1,,HOLSTEIN_SOLAR1,PV,SOLAR-W,OPER,CONV,NOLAN,WEST,5/28/2020, 102.2 
HOLSTEIN SOLAR 2,,HOLSTEIN_SOLAR2,PV,SOLAR-W,OPER,CONV,NOLAN,WEST,5/28/2020, 102.3 
HOPKINS SOLAR U1,,HOPKNSLR_UNIT1,PV,SOLAR-O,OPER,CONV,HOPKINS,NORTH,5/2/2024, 175.4 
HOPKINS SOLAR U2,,HOPKNSLR_UNIT2,PV,SOLAR-O,OPER,CONV,HOPKINS,NORTH,5/2/2024, 76.2 
HORIZON SOLAR,,HRZN_SLR_UNIT1,PV,SOLAR-O,OPER,CONV,FRIO,SOUTH,3/5/2024, 203.5 
HPWHSOL_WILDHORSESOLAR,,HPWHSOL_WILDHORSESOLAR,PV,SOLAR-W,OPER,CONV,HOWARD,WEST,6/1/2024, 10.0 
IMPACT SOLAR,,IMPACT_UNIT1,PV,SOLAR-O,OPER,CONV,LAMAR,NORTH,8/20/2021, 198.5 
JADE SOLAR U1,,JADE_SLR_UNIT1,PV,SOLAR-W,OPER,CONV,SCURRY,WEST,1/2/2024, 158.8 
JADE SOLAR U2,,JADE_SLR_UNIT2,PV,SOLAR-W,OPER,CONV,SCURRY,WEST,1/2/2024, 162.4 
JUNO SOLAR PHASE I,,JUNO_UNIT1,PV,SOLAR-W,OPER,CONV,BORDEN,WEST,5/26/2021, 162.1 
JUNO SOLAR PHASE II,,JUNO_UNIT2,PV,SOLAR-W,OPER,CONV,BORDEN,WEST,8/9/2021, 143.5 
KELLAM SOLAR,,KELAM_SL_UNIT1,PV,SOLAR-O,OPER,CONV,VAN ZANDT,NORTH,12/24/2020, 59.8 
LAMPWICK SOLAR,,DG_LAMPWICK_LAMPWICK,PV,SOLAR-W,OPER,CONV-SODG,MENARD,WEST,9/12/2019, 7.5 
LAPETUS SOLAR,,LAPETUS_UNIT_1,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,6/24/2020, 100.7 
LEON,,DG_LEON_LEON,PV,SOLAR-O,OPER,CONV-SODG,HUNT,NORTH,12/15/2017, 10.0 
LILY SOLAR,,LILY_SOLAR1,PV,SOLAR-O,OPER,CONV,KAUFMAN,NORTH,10/8/2021, 147.6 
LONG DRAW SOLAR U1,,LGDRAW_S_UNIT1_1,PV,SOLAR-W,OPER,CONV,BORDEN,WEST,12/14/2021, 98.5 
LONG DRAW SOLAR U2,,LGDRAW_S_UNIT1_2,PV,SOLAR-W,OPER,CONV,BORDEN,WEST,12/14/2021, 128.3 
LONGBOW SOLAR,,LON_SOLAR1,PV,SOLAR-O,OPER,CONV,BRAZORIA,COASTAL,4/17/2024, 78.2 
LSSEALY_LOCALSUNSEALY,,LSSEALY_LOCALSUNSEALY,PV,SOLAR-O,OPER,CONV,AUSTIN,SOUTH,12/1/2023, 1.6 
MALAKOFF,,MALAKOFF,PV,SOLAR-O,OPER,CONV,HENDERSON,NORTH,10/16/2024, 5.0 
MANDORLA SOLAR,,MAND_SLR_UNIT1,PV,SOLAR-O,OPER,CONV,MILAM,SOUTH,9/19/2024, 251.5 
MARLIN,,DG_MARLIN_MARLIN,PV,SOLAR-O,OPER,CONV-SODG,FALLS,NORTH,11/27/2017, 5.3 
MARS SOLAR (DG),,DG_MARS_MARS,PV,SOLAR-O,OPER,CONV-SODG,WEBB,SOUTH,3/31/2019, 10.0 
MCLEAN (SHAKES) SOLAR,,MCLNSLR_UNIT1,PV,SOLAR-O,OPER,CONV,DIMMIT,SOUTH,9/1/2023, 207.4 
MEXIA_MEXIA,,MEXIA_MEXIA,PV,SOLAR-O,OPER,CONV,LIMESTONE,NORTH,8/1/2024, 4.0 
MEXIA1_MEXIA1,,MEXIA1_MEXIA1,PV,SOLAR-O,OPER,CONV,LIMESTONE,NORTH,10/23/2024, 4.0 
MEXIA2_MEXIA2,,MEXIA2_MEXIA2,PV,SOLAR-O,OPER,CONV,LIMESTONE,NORTH,10/23/2024, 4.0 
MISAE SOLAR U1,,MISAE_UNIT1,PV,SOLAR-W,OPER,CONV,CHILDRESS,PANHANDLE,12/20/2021, 121.4 
MISAE SOLAR U2,,MISAE_UNIT2,PV,SOLAR-W,OPER,CONV,CHILDRESS,PANHANDLE,12/20/2021, 118.6 
MLKF1_MALAKOFF1,,MLKF1_MALAKOFF1,PV,SOLAR-O,OPER,CONV,HENDERSON,NORTH,10/23/2024, 5.0 
MLKF2_MALAKOFF2,,MLKF2_MALAKOFF2,PV,SOLAR-O,OPER,CONV,HENDERSON,NORTH,10/23/2024, 5.0 
MUSTANG CREEK SOLAR U1,,MUSTNGCK_SOLAR1,PV,SOLAR-O,OPER,CONV,JACKSON,SOUTH,10/9/2023, 61.0 
MUSTANG CREEK SOLAR U2,,MUSTNGCK_SOLAR2,PV,SOLAR-O,OPER,CONV,JACKSON,SOUTH,10/9/2023, 91.3 
NEBULA SOLAR (RAYOS DEL SOL) U1,,NEBULA_UNIT1,PV,SOLAR-O,OPER,CONV,CAMERON,COASTAL,10/25/2022, 137.5 
NOBLE SOLAR U1,,NOBLESLR_SOLAR1,PV,SOLAR-O,OPER,CONV,DENTON,NORTH,9/19/2022, 148.8 
NOBLE SOLAR U2,,NOBLESLR_SOLAR2,PV,SOLAR-O,OPER,CONV,DENTON,NORTH,9/19/2022, 130.2 
NORTH GAINESVILLE,,DG_NGNSVL_NGAINESV,PV,SOLAR-O,OPER,CONV-SODG,COOKE,NORTH,12/15/2017, 5.2 
OBERON SOLAR,,OBERON_UNIT_1,PV,SOLAR-FW,OPER,CONV,ECTOR,WEST,7/13/2020, 180.0 
OCI ALAMO 1 SOLAR,,OCI_ALM1_UNIT1,PV,SOLAR-O,OPER,CONV,BEXAR,SOUTH,12/13/2013, 39.2 
OCI ALAMO 2 SOLAR-ST. HEDWIG,,DG_STHWG_UNIT1,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,1/20/2014, 4.4 
OCI ALAMO 3-WALZEM SOLAR,,DG_WALZM_UNIT1,PV,SOLAR-O,OPER,CONV-SODG,BEXAR,SOUTH,10/1/2014, 5.5 
OCI ALAMO 4 SOLAR-BRACKETVILLE,,ECLIPSE_UNIT1,PV,SOLAR-O,OPER,CONV,KINNEY,SOUTH,8/28/2014, 37.6 
OCI ALAMO 5 (DOWNIE RANCH),,HELIOS_UNIT1,PV,SOLAR-O,OPER,CONV,UVALDE,SOUTH,12/22/2015, 100.0 
OCI ALAMO 6 (SIRIUS/WEST TEXAS),,SIRIUS_UNIT1,PV,SOLAR-FW,OPER,CONV,PECOS,WEST,6/6/2016, 110.2 
OCI ALAMO 7 (PAINT CREEK),,SOLARA_UNIT1,PV,SOLAR-W,OPER,CONV,HASKELL,WEST,7/29/2016, 112.0 
PEGASUS_PEGASUS,,PEGASUS_PEGASUS,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,7/17/2024, 10.0 
PHOEBE SOLAR 1,,PHOEBE_UNIT1,PV,SOLAR-FW,OPER,CONV,WINKLER,WEST,11/26/2019, 125.0 
PHOEBE SOLAR 2,,PHOEBE_UNIT2,PV,SOLAR-FW,OPER,CONV,WINKLER,WEST,11/26/2019, 128.0 
PHOENIX SOLAR,,PHOENIX_UNIT1,PV,SOLAR-O,OPER,CONV,FANNIN,NORTH,9/1/2021, 83.9 
PISGAH RIDGE SOLAR U1,,PISGAH_SOLAR1,PV,SOLAR-O,OPER,CONV,NAVARRO,NORTH,4/17/2024, 189.4 
PISGAH RIDGE SOLAR U2,,PISGAH_SOLAR2,PV,SOLAR-O,OPER,CONV,NAVARRO,NORTH,4/17/2024, 64.4 
PITTS DUDIK SOLAR U1,,PITTSDDK_UNIT1,PV,SOLAR-O,OPER,CONV,HILL,NORTH,11/3/2023, 49.6 
POWERFIN KINGSBERY,,DG_PFK_PFKPV,PV,SOLAR-O,OPER,CONV-SODG,TRAVIS,SOUTH,12/1/2017, 2.6 
PROSPERO SOLAR 1 U1,,PROSPERO_UNIT1,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,6/30/2020, 153.6 
PROSPERO SOLAR 1 U2,,PROSPERO_UNIT2,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,6/30/2020, 150.0 
PROSPERO SOLAR 2 U1,,PRSPERO2_UNIT1,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,9/23/2021, 126.5 
PROSPERO SOLAR 2 U2,,PRSPERO2_UNIT2,PV,SOLAR-FW,OPER,CONV,ANDREWS,WEST,9/23/2021, 126.4 
QUEEN SOLAR U1,,QUEEN_SL_SOLAR1,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,5/4/2020, 102.5 
QUEEN SOLAR U2,,QUEEN_SL_SOLAR2,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,5/4/2020, 102.5 
QUEEN SOLAR U3,,QUEEN_SL_SOLAR3,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,8/28/2020, 97.5 
QUEEN SOLAR U4,,QUEEN_SL_SOLAR4,PV,SOLAR-FW,OPER,CONV,UPTON,WEST,8/28/2020, 107.5 
RADIAN SOLAR U1,,RADN_SLR_UNIT1,PV,SOLAR-O,OPER,CONV,BROWN,NORTH,5/16/2023, 161.4 
RADIAN SOLAR U2,,RADN_SLR_UNIT2,PV,SOLAR-O,OPER,CONV,BROWN,NORTH,5/16/2023, 166.0 
RAMBLER SOLAR,,RAMBLER_UNIT1,PV,SOLAR-W,OPER,CONV,TOM GREEN,WEST,10/1/2020, 211.2 
